post_id;user_id;username;url;date_of_post;caption;hashtags;mentions;partner;like_count;comment_count
2.09753436617487E+018;4178901;merrittbeck;https://instagram.com/p/B0b8GSQBu6a/;2019-07-27 22:13:24;My snakeskin print dress is on trend for fall, lightweight enough for wearing now and just over $100! So comfortable and cute. Shop it by following me in the @liketoknow.it app 🖤 http://liketk.it/2DJdN #liketkit #LTKshoecrush #LTKtravel #animalprint #snakeprint #mididress #leatherjacket #whitepumps #chanel #lespecs #carmel #carmelbythesea #cypressinn;liketkit,ltkshoecrush,ltktravel,animalprint,snakeprint,mididress,leatherjacket,whitepumps,chanel,lespecs,carmel,carmelbythesea,cypressinn;liketoknow;;479;18
2.09655030131342E+018;4178901;merrittbeck;https://instagram.com/p/B0YcWQbhkmk/;2019-07-26 13:38:14;Who else likes to get this organized when they unpack somewhere new? Loving all these neutrals I packed for Carmel last weekend 🖤 http://liketk.it/2DH17 #liketkit @liketoknow.it #heels #sweaters #travel #travelstyle #neutrals #classic #basics #tees #strathberry #chanel #closet #LTKtravel #LTKshoecrush #LTKitbag;liketkit,heels,sweaters,travel,travelstyle,neutrals,classic,basics,tees,strathberry,chanel,closet,ltktravel,ltkshoecrush,ltkitbag;liketoknow;;667;24
2.09619188682954E+018;4178901;merrittbeck;https://instagram.com/p/B0XK2o7h9Sv/;2019-07-26 01:46:08;Missing Carmel! My leather jacket and lace cami are both sold out, but I linked several similar styles at different price points! I even found a lookalike cami for only $14 🤭 http://liketk.it/2DGA6 #liketkit @liketoknow.it #carmel #carmelbythesea #leatherjacket #chanel #balletflats #neutrals #classicstyle #LTKtravel #LTKstyletip;liketkit,carmel,carmelbythesea,leatherjacket,chanel,balletflats,neutrals,classicstyle,ltktravel,ltkstyletip;liketoknow;;845;18
2.09579491651641E+018;4178901;merrittbeck;https://instagram.com/p/B0Vwl9hB8Xp/;2019-07-25 23:28:31;Wrote a pretty lengthy blog post today about a portion of my business that seems to be a little misunderstood! It’s entitled “Everything You Need to Know About LIKEtoKNOW.it”. Would love for y’all to read it if you have an extra few minutes sometime today or later this week - as always, I’m so grateful for your support and continuing to follow over the years! As publishing mediums evolve, we must as well. Thank you in advance for taking the time to read it!!! 💚 http://liketk.it/2DFcp #liketkit @liketoknow.it #blogging #influencermarketing #rewardstyle #fashionblogger #carmel #carmelbythesea #california;liketkit,blogging,influencermarketing,rewardstyle,fashionblogger,carmel,carmelbythesea,california;liketoknow;;709;26
2.09540512294261E+018;4178901;merrittbeck;https://instagram.com/p/B0UX9t9hy4H/;2019-07-24 23:43:37;I found the perfect-fitting pair of everyday shorts for only $30!!! I’m definitely getting these @whbm shorts in black so I can wear them into fall - it doesn’t get cooler til October in Dallas, so I know they’ll come in handy 🔥 shop all of these beachy basics on the blog or by following me in the @liketoknow.it app! http://liketk.it/2DEys #liketkit #LTKunder100 #LTKunder50 #LTKtravel #whbm #ad #beach #carmel #carmelbythesea;liketkit,ltkunder100,ltkunder50,ltktravel,whbm,ad,beach,carmel,carmelbythesea;whbm,liketoknow;;522;9
2.09468081878533E+018;4178901;merrittbeck;https://instagram.com/p/B0RzRtJhiZD/;2019-07-23 23:43:55;Just a few hot summer weekend favorites! The black sandals, scalloped shorts and white tank are all on sale 🙌🏻 shop everything you see by following me in the LIKEtoKNOW.it app! http://liketk.it/2DBNW #liketkit @liketoknow.it #LTKsalealert #LTKunder100 #LTKshoecrush #summerstyle #neutrals #shorts #sandals #tee #cami #tank;liketkit,ltksalealert,ltkunder100,ltkshoecrush,summerstyle,neutrals,shorts,sandals,tee,cami,tank;liketoknow;;432;6
2.09431754894139E+018;4178901;merrittbeck;https://instagram.com/p/B0QgrbvhLpI/;2019-07-23 11:42:09;I rounded up the best neutral sweaters from the #NSALE that still have some sizes in stock! Such great everyday staples for the fall/winter season, or style them now with white denim. Shop all of my finds by following me in LIKEtoKNOW.it app! http://liketk.it/2DBNr #liketkit #LTKsalealert #LTKunder100 #sweaters #neutrals #nordstrom #anniversarysale #nordstromanniversarysale;nsale,liketkit,ltksalealert,ltkunder100,sweaters,neutrals,nordstrom,anniversarysale,nordstromanniversarysale;;;906;30
2.09396002557927E+018;4178901;merrittbeck;https://instagram.com/p/B0PPYyKhSdg/;2019-07-22 23:52:24;Trenches and camis are about as essential in my wardrobe as underwear at this point 😂 I can’t help it!!! I wear them constantly. Picked up this new charmeuse trench during a 4th of July sale and think it is such a gorgeous style for dinner/a night out! And in my favorite neutral, no less. Obsessed! Shop it and the rest of my outfit by following me in the @liketoknow.it app 🖤 http://liketk.it/2DBfT #liketkit #LTKstyletip #neutrals #trench #lacecami #ootn  #LTKshoecrush #classicstyle;liketkit,ltkstyletip,neutrals,trench,lacecami,ootn,ltkshoecrush,classicstyle;liketoknow;;414;9
2.09366889812486E+018;4178901;merrittbeck;https://instagram.com/p/B0ONMUmBAH9/;2019-07-22 14:13:25;There are still a few sizes left in this everyday trench and these under $100 boots from the #NSALE!! Both run big - I got an XS in the trench and a 9 in the boots (normally a 9 1/2) 🖤 shop it all on the LIKEtoKNOW.it app! http://liketk.it/2DAhY #liketkit #LTKsalealert #LTKunder100 #LTKshoecrush #nordstrom #anniversarysale #fallstyle #boots #trench;nsale,liketkit,ltksalealert,ltkunder100,ltkshoecrush,nordstrom,anniversarysale,fallstyle,boots,trench;;;275;6
2.09323420235421E+018;4178901;merrittbeck;https://instagram.com/p/B0MqWqnBVQL/;2019-07-21 23:52:59;This navy shirtdress from the @nordstrom #AnniversarySale is giving me serious Meghan Markle vibes - I also copied her with this bag 🤭 this dress is such a great desk-to-dinner staple you can wear now AND in the fall! Shop this look and a few other navy faves from the sale by following me in the @liketoknow.it app 💙 http://liketk.it/2DzCr #liketkit #LTKsalealert #nordstrom #ad;anniversarysale,liketkit,ltksalealert,nordstrom,ad;nordstrom,liketoknow;;564;11
2.0929129535729E+018;4178901;merrittbeck;https://instagram.com/p/B0LhT4XhsCh/;2019-07-21 13:11:29;In Carmel for the next few days with my fam! So nice to get away from the Texas summer heat 🔥 my favorite shirtdress I bought earlier this spring is on sale! I’ve worn it a ton - I’m wearing a small! Shop everything I’m wearing on the LIKEtoKNOW.it app 💚 #LTKsalealert #LTKtravel http://liketk.it/2DyFT #liketkit #carmel #carmelbythesea #travel #california #goldengoose #sneakerstyle #shirtdress;ltksalealert,ltktravel,liketkit,carmel,carmelbythesea,travel,california,goldengoose,sneakerstyle,shirtdress;;;1199;28
2.09170462023292E+018;4178901;merrittbeck;https://instagram.com/p/B0HOkUQBss1/;2019-07-19 21:11:29;Feeling fresh in this under $100 blouse heading into the weekend! It fits oversized- I’m wearing a 4. Shop my outfit by following me in the @liketoknow.it app! http://liketk.it/2DwCX #liketkit #LTKunder100 #LTKstyletip #LTKshoecrush #LTKitbag ps: my sunglasses are Gucci from last year and my pants are old, but I linked some similar pairs! #neutrals #everydaystyle;liketkit,ltkunder100,ltkstyletip,ltkshoecrush,ltkitbag,neutrals,everydaystyle;liketoknow;;733;21
2.09110952489874E+018;4178901;merrittbeck;https://instagram.com/p/B0FHQiiBojS/;2019-07-19 01:29:02;Spent a lovely afternoon at @hotelcrescentcourt spa 🧖🏼‍♀️ got an amazing facial (the Rose Grand Cru!) and tried cryotherapy for the very first time! Swipe to see some pics from my visit 🤗 highly recommend booking a treatment here if you’re in Dallas or visiting soon! #hotelcrescentcourt #dallas #spaday #cryotherapy #dallasguide #spa #facial;hotelcrescentcourt,dallas,spaday,cryotherapy,dallasguide,spa,facial;hotelcrescentcourt;;490;16
2.09068811476217E+018;4178901;merrittbeck;https://instagram.com/p/B0DncNwh7eX/;2019-07-18 16:33:55;This lace cami is back in stock in every size in both black and ivory!!!! Snag it before it’s gone again! Also loving this longline blazer I picked up from the #AnniversarySale during Early Access! It comes in two colors and there are still some sizes in stock - it fits true to size (I’m wearing a small!). A classic work-to-weekend staple for fall 🍂 http://liketk.it/2Dte6 #liketkit @liketoknow.it #LTKsalealert #LTKshoecrush #LTKworkwear #nsale #nordstrom #blazer #plaid #jeans #cami #nordstromanniversarysale #fallstyle;anniversarysale,liketkit,ltksalealert,ltkshoecrush,ltkworkwear,nsale,nordstrom,blazer,plaid,jeans,cami,nordstromanniversarysale,fallstyle;liketoknow;;412;15
2.08996711099374E+018;4178901;merrittbeck;https://instagram.com/p/B0BDgOrB_Qd/;2019-07-17 11:39:12;Dreaming of poppies in Provence! Sadly won’t be visiting France again anytime soon, but I am heading back to Carmel this weekend with my fam 🤗 can’t wait to escape this Texas summer heat for a few days 🙌🏻 http://liketk.it/2DrEb #liketkit @liketoknow.it #LTKtravel #LTKeurope #provence #france #summerstyle #travel #travelblogger #travels #cntraveller #flowers #poppies;liketkit,ltktravel,ltkeurope,provence,france,summerstyle,travel,travelblogger,travels,cntraveller,flowers,poppies;liketoknow;;561;22
2.08925513766225E+018;4178901;merrittbeck;https://instagram.com/p/Bz-hnp1hLzD/;2019-07-16 12:04:03;My jeans, sweater and jacket are back in stock in a bunch of sizes!!! They’ll sell out quick, so don’t wait to shop if you’ve been eyeing these staples. http://liketk.it/2DpLh #liketkit @liketoknow.it #LTKsalealert #nsale #nordstrom #anniversarysale #nordstromanniversarysale #jeans #sweaters #neutrals #boots #fallstyle #nsalefinds;liketkit,ltksalealert,nsale,nordstrom,anniversarysale,nordstromanniversarysale,jeans,sweaters,neutrals,boots,fallstyle,nsalefinds;liketoknow;;1188;38
2.08890097463395E+018;4178901;merrittbeck;https://instagram.com/p/Bz9RF50Bg2V/;2019-07-16 00:21:09;Will be sharing my final post from my trip to France last month on the blog this weekend 😭 if there’s one place you absolutely MUST visit on Saint-Jean-Cap-Ferrat, it is Villa Ephrussi de Rothschild! Absolutely magical. #france #saintjeancapferrat #capferrat #cotedazur #frenchriviera #travel #summertravel;france,saintjeancapferrat,capferrat,cotedazur,frenchriviera,travel,summertravel;;;727;9
2.08864972626967E+018;4178901;merrittbeck;https://instagram.com/p/Bz8X9wihTWV/;2019-07-15 16:05:46;Visit my blog (link below!) to shop all of the products I used in this video! https://thestylescribe.com/2019/07/15/a-fresh-everyday-face-in-7-minutes/;;;;431;24
2.08857250417544E+018;4178901;merrittbeck;https://instagram.com/p/Bz8GaB3Bm96/;2019-07-15 13:27:47;This olive green maxi is such a breezy piece that will transition effortlessly into fall! It’s so comfortable too - such a great style for now AND later. http://liketk.it/2Dnxl #liketkit @liketoknow.it #gmgcollection #maxidress #dresses #LTKstyletip #LTKitbag #LTKtravel;liketkit,gmgcollection,maxidress,dresses,ltkstyletip,ltkitbag,ltktravel;liketoknow;;532;26
2.08812057815349E+018;4178901;merrittbeck;https://instagram.com/p/Bz6fpo9BaX2/;2019-07-14 22:30:22;Loving this soft striped tee I picked up in the #AnniversarySale! It’s under $50 and looks great with all of my favorite neutrals. I’m wearing a small (true to size)! My trench is old Club Monaco, but I linked a similar style in the #NSALE (along with the rest of my outfit) on LIKEtoKNOW.it! http://liketk.it/2Dmzj #liketkit #LTKshoecrush #LTKsalealert #LTKunder50 #LTKunder100 #LTKstyletip #stripes #trench #classicstyle #nordstrom #jeans #tee #everydaystyle #thestylescribe;anniversarysale,nsale,liketkit,ltkshoecrush,ltksalealert,ltkunder50,ltkunder100,ltkstyletip,stripes,trench,classicstyle,nordstrom,jeans,tee,everydaystyle,thestylescribe;;;638;21
2.0871928004826E+018;4178901;merrittbeck;https://instagram.com/p/Bz3MssqhJgD/;2019-07-13 15:52:37;My favorite jeans from the #NSALE! They’re so comfortable and can be easily styled for casual or elevated outfits - and they’re still available in every size! Can’t recommend these enough. They’re true to size! I’m wearing a 27. Swipe for a couple other styling ideas for these jeans, and shop it all on LIKEtoKNOW.it! #LTKsalealert #LTKstyletip #LTKshoecrush #LTKitbag  http://liketk.it/2Dk7E #liketkit #nordstrom #anniversarysale #nordstromanniversarysale (ps - I found the first blouse at an outlet mall, but managed to find it in stock AND on sale online! It’s linked on the LTK app 🤗);nsale,ltksalealert,ltkstyletip,ltkshoecrush,ltkitbag,liketkit,nordstrom,anniversarysale,nordstromanniversarysale;;;444;15
2.08640477687024E+018;4178901;merrittbeck;https://instagram.com/p/Bz0ZhcfB1yZ/;2019-07-12 13:46:08;Head to my blog to shop all of these pieces! https://thestylescribe.com/2019/07/12/nsale-youtube-video-styling-my-purchases-a-few-different-ways/;;;;468;26
2.0863872905903E+018;4178901;merrittbeck;https://instagram.com/p/Bz0Vi_HhlKF/;2019-07-12 13:06:55;Everything I’m wearing is either on sale or under $100! Loving these Early Access #NSALE finds 🖤 http://liketk.it/2DgRq #liketkit @liketoknow.it #LTKunder100 #LTKshoecrush #LTKsalealert #LTKstyletip #boots #trench #neutrals #blackjeans #skinnyjeans #cami #lacecami #sunglasses #nordstrom #nordstromanniversarysale #anniversarysale PS: see everything I tried on (and in depth reviews!) in store on thestylescribe.com today!;nsale,liketkit,ltkunder100,ltkshoecrush,ltksalealert,ltkstyletip,boots,trench,neutrals,blackjeans,skinnyjeans,cami,lacecami,sunglasses,nordstrom,nordstromanniversarysale,anniversarysale;liketoknow;;584;27
2.08530230168986E+018;4178901;merrittbeck;https://instagram.com/p/Bzwe2Udh04K/;2019-07-11 01:10:28;This is not an Anniversary Sale post! Just a few new pieces I picked up for fall in the last couple of weeks. This ivory pleated knit skirt is so fab - wearing a small! Also loving this snake print dress that is just over $100... finally, don’t miss this leopard midi skirt! An investment, but a great transitional piece from summer to fall - lightweight and super cute! PS: I linked a similar cami and jacket because they’re both old. Shop it all on thestylescribe.com/shop or on the LIKEtoKNOW.it app! http://liketk.it/2DcUO #liketkit #fall #leopard #snakeskin #snakeprint #fallstyle #monochrome #pleatedskirt #midiskirt #LTKstyletip  #leatherjacket #lacecami;liketkit,fall,leopard,snakeskin,snakeprint,fallstyle,monochrome,pleatedskirt,midiskirt,ltkstyletip,leatherjacket,lacecami;;;750;26
2.08460269869475E+018;4178901;merrittbeck;https://instagram.com/p/Bzt_xwZhWjL/;2019-07-10 02:02:03;Basically what I wore today to shop the #NSALE early in Dallas, minus the pumps! I can’t wait to share what I found - check back on Friday for what I tried, what I bought and what I LOVE! http://liketk.it/2DckS #liketkit @liketoknow.it #LTKspring #LTKshoecrush #whitepumps #chanel #neutrals #classicstyle #jeans 📸 @michaelatphotos #gianvitorossi #clubmonaco;nsale,liketkit,ltkspring,ltkshoecrush,whitepumps,chanel,neutrals,classicstyle,jeans,gianvitorossi,clubmonaco;liketoknow,michaelatphotos;;549;18
2.08378685787092E+018;4178901;merrittbeck;https://instagram.com/p/BzrGRtbBh2h/;2019-07-08 22:59:34;Everything I’m wearing except my bag is on sale! Shop my outfit by following me in the @liketoknow.it app, or by visiting thestylescribe.com/shop and clicking the INSTAGRAM tab! http://liketk.it/2Dau8 #liketkit #LTKunder100 #LTKunder50 #LTKshoecrush #LTKsalealert #LTKtravel #LTKeurope #offshoulder #shorts #neutrals #travelstyle #provence #gordes #france;liketkit,ltkunder100,ltkunder50,ltkshoecrush,ltksalealert,ltktravel,ltkeurope,offshoulder,shorts,neutrals,travelstyle,provence,gordes,france;liketoknow;;456;14
2.08306876688731E+018;4178901;merrittbeck;https://instagram.com/p/BzojAHFB2FK/;2019-07-07 23:13:44;It’s been a pretty casual weekend around these parts! Didn’t change out of pajamas until 4:30pm yesterday 🙈 but my new hire starts tomorrow, so back to actually getting dressed every day! Luckily I can keep things pretty comfy since I work from home 🤷🏼‍♀️ http://liketk.it/2D96d #liketkit @liketoknow.it #LTKshoecrush #LTKtravel #LTKunder100 #LTKunder50 #LTKstyletip #neutrals #sneakerstyle #casualstyle #goldengoose #lagence #chanel #everydaystyle 📸 @michaelatphotos;liketkit,ltkshoecrush,ltktravel,ltkunder100,ltkunder50,ltkstyletip,neutrals,sneakerstyle,casualstyle,goldengoose,lagence,chanel,everydaystyle;liketoknow,michaelatphotos;;608;16
2.0827558688811E+018;4178901;merrittbeck;https://instagram.com/p/Bznb22GhJvG/;2019-07-07 12:51:10;Easy grey basics! This perfect fit tee is only $25, and this ribbed cashmere sweater is a style you can wear right into fall 🤗 this dress is sold out in grey, but I linked this $15 find anyway, along with similar styles in grey! Shop it all in the LIKEtoKNOW.it app 🖤 http://liketk.it/2D8ie #liketkit @liketoknow.it #LTKunder100 #LTKshoecrush #neutrals #summerstyle #basics;liketkit,ltkunder100,ltkshoecrush,neutrals,summerstyle,basics;liketoknow;;652;11
2.08226066030131E+018;4178901;merrittbeck;https://instagram.com/p/BzlrQnLB6wF/;2019-07-06 20:27:42;One Everlane shirtdress three ways! It’s under $100 and super easy to style (here I’ve done, work/weekend/travel!) 🙌🏻 I also linked a few similar shirtdresses with more sizes available! http://liketk.it/2D2lX #liketkit @liketoknow.it #LTKstyletip #LTKshoecrush #summerstyle #shirtdress #LTKunder100 (chandelier is by @ro_sham_beaux, rug is from @thecollectivedallas!);liketkit,ltkstyletip,ltkshoecrush,summerstyle,shirtdress,ltkunder100;liketoknow,ro,thecollectivedallas;;804;18
2.08150377074726E+018;4178901;merrittbeck;https://instagram.com/p/Bzi_Ka2BtkG/;2019-07-05 19:24:02;Hope y’all are having a marvelous holiday weekend! 💙 http://liketk.it/2D6y3 #liketkit @liketoknow.it #LTKeurope #LTKtravel #LTKshoecrush #LTKitbag #LTKstyletip #capferrat #villaephrussi #villaephrussiderothschild #saintjeancapferrat #frenchriviera #france #cotedazur #travelstyle #makeshopbopyours #4thofjulyweekend;liketkit,ltkeurope,ltktravel,ltkshoecrush,ltkitbag,ltkstyletip,capferrat,villaephrussi,villaephrussiderothschild,saintjeancapferrat,frenchriviera,france,cotedazur,travelstyle,makeshopbopyours,4thofjulyweekend;liketoknow;;519;9
2.08058142503563E+018;4178901;merrittbeck;https://instagram.com/p/Bzftchdhldd/;2019-07-04 12:51:31;Happy 4th! About to head to a patriotic-themed Flywheel class to start my day, but planning to wear this cutie for tonight’s festivities and fireworks 💥 It’s under $170 and runs big! http://liketk.it/2D4KV #liketkit @liketoknow.it #4thofjuly #happy4th #independenceday #gmgcollection #redwhiteandblue #redwhiteblue;liketkit,4thofjuly,happy4th,independenceday,gmgcollection,redwhiteandblue,redwhiteblue;liketoknow;;468;12
2.07949087048655E+018;4178901;merrittbeck;https://instagram.com/p/Bzb1e3ZBNQ-/;2019-07-03 00:45:09;These chic black slide sandals are now on sale for $65! I’ve been wearing them all season long - super comfortable! If you wear a half size, size up to the next full size (I normally wear a 9 1/2 and took a 10 in these) 🖤 http://liketk.it/2D2Wj #liketkit @liketoknow.it #LTKunder100 #LTKshoecrush #LTKsalealert #gordes #provence;liketkit,ltkunder100,ltkshoecrush,ltksalealert,gordes,provence;liketoknow;;436;11
2.07874326461351E+018;4178901;merrittbeck;https://instagram.com/p/BzZLfxKhizo/;2019-07-01 23:59:34;Now that I’m home from vacay and not traveling for a bit, I’m getting back into my healthy eating routine! One thing I’ve always struggled with is portion control, so I bought these glass containers to help with that and meal prep for the week. A set of five is only $26, so I may buy one more set for a full work week of lunches and dinners - such a great idea and deal! Shop them by following me in the @liketoknow.it app 🥦🥕🍽 http://liketk.it/2D1bd #liketkit #food #health #veggies #amazonfinds #healthyfood #cooking #vegetables;liketkit,food,health,veggies,amazonfinds,healthyfood,cooking,vegetables;liketoknow;;1379;26
2.07715122514484E+018;4178901;merrittbeck;https://instagram.com/p/BzThgi3hoM9/;2019-06-29 19:15:44;Nothing like a little outlet shopping to brighten up a June Gloom day! Found some amazing neutrals at the @vince store in @carlsbad_po 🙌🏻 http://liketk.it/2CXVh #liketkit @liketoknow.it #LTKunder100 #LTKtravel #LTKshoecrush #LTKsalealert;liketkit,ltkunder100,ltktravel,ltkshoecrush,ltksalealert;vince,carlsbad,liketoknow;;445;8
2.07585261061087E+018;4178901;merrittbeck;https://instagram.com/p/BzO6PN1hzNr/;2019-06-28 00:15:37;If y’all thought I’d be nearing the end of my photos from France, you’d be very wrong indeed 😂 in fact, my guide to Provence is LIVE on the blog! Go to thestylescribe.com/category/travel to peruse it and all of my other travel guides... Côte d’Azur guide coming soon! #travel #france #frenchriviera #cotedazur #hotelducap #hotelducapedenroc #travelguide;travel,france,frenchriviera,cotedazur,hotelducap,hotelducapedenroc,travelguide;;;1123;27
2.07510538966579E+018;4178901;merrittbeck;https://instagram.com/p/BzMQVuGhxvZ/;2019-06-26 23:31:02;Sharing some tips on how to stick with your fitness goals on vacation and this cute outfit from @Nordstrom on the blog today! Love this double-layer tank 💪🏻 shop it on thestylescribe.com or the LIKEtoKNOW.it app! http://liketk.it/2CTIf #liketkit @liketoknow.it #LTKfit #LTKunder100 #LTKtravel #LTKshoecrush #fitness #activewear #nordstrom #ad PS: running pics are hard y’all - most turned out laughably bad 😂 swipe for one of the awkward, pre-jump outtakes 🏃🏼‍♀️;liketkit,ltkfit,ltkunder100,ltktravel,ltkshoecrush,fitness,activewear,nordstrom,ad;nordstrom,liketoknow;;381;7
2.07436450274891E+018;4178901;merrittbeck;https://instagram.com/p/BzJn4ZZB1Ah/;2019-06-25 23:00:27;Dealing with a bit of June Gloom in Carlsbad has me craving the sunshine in Cap Ferrat! While we didn’t have time to enjoy Paloma Beach, I’m glad we had a chance to see it ☀️🌊 #capferrat #saintjeancapferrat #palomabeach #frenchriviera #cotedazur #beach #summer #travel #travelblogger #summertravel;capferrat,saintjeancapferrat,palomabeach,frenchriviera,cotedazur,beach,summer,travel,travelblogger,summertravel;;;895;15
2.07365006339322E+018;4178901;merrittbeck;https://instagram.com/p/BzHFb75BNpw/;2019-06-24 23:20:01;My first post from France is on thestylescribe.com today! Sharing details on the AirBnB we stayed in + villages we visited and where we ate on our very first day in Provence 🤗 don’t miss it! Shop this look by following me in the @liketoknow.it app 💛 http://liketk.it/2CQf1 #liketkit @liketoknow.it #LTKeurope #LTKtravel #LTKshoecrush #LTKstyletip #LTKspring #LTKunder50 #LTKsalealert #villefranchesurmer #france #frenchriviera #cotedazur #gmgcollection #summerstyle #travel;liketkit,ltkeurope,ltktravel,ltkshoecrush,ltkstyletip,ltkspring,ltkunder50,ltksalealert,villefranchesurmer,france,frenchriviera,cotedazur,gmgcollection,summerstyle,travel;liketoknow,liketoknow;;496;21
2.07116845091052E+018;4178901;merrittbeck;https://instagram.com/p/By-RLuKhIHU/;2019-06-21 13:09:02;I’ll be honest... Nice wasn’t my favorite of all the places we visited on our recent trip to France, but our rooftop AirBnB provided for some amazing views! That is, if you can get past hiking up nine flights of stairs with two big pieces of luggage 😂🙈 I’ll be sharing more details soon, but search “Celestial White Rooftop Pad in Old Town by Sea” to book this place for your trip! #nice #france #frenchriviera #cotedazur #rooftop #travelblogger #travel;nice,france,frenchriviera,cotedazur,rooftop,travelblogger,travel;;;319;14
2.14542608423331E+018;12148448;emilyschuman;https://instagram.com/p/B3GFagalYAy/;2019-10-02 00:05:41;Favorite moments from the day: Receiving the most stunning floral arrangement, realizing I unintentionally wore red and white, and seeing all your comments and DMs of support pouring in. Will take some time to fully dive into them tonight –– but for now, I’m heading home and popping some champagne! 🍾;;;;7145;96
2.14515151069867E+018;12148448;emilyschuman;https://instagram.com/p/B3FG-74lj0N/;2019-10-01 15:00:11;I truly can't believe I'm writing these words (!!!) – cupcakes and cashmere planners are coming soon to a @target near you! No idea how I’m going to sleep until then, but for now, here's a sneak peek of my collection with @blueskyplanners, which will be online and in stores in the next few days! 🎯💕;;target,blueskyplanners;;16453;735
2.14441025146173E+018;12148448;emilyschuman;https://instagram.com/p/B3CecMbFTJL/;2019-09-30 14:27:25;Let’s do this, Monday! It’s going to be a great week - Wonder Woman and I can feel it. 👊🏻;;;;6433;27
2.1425389507868E+018;12148448;emilyschuman;https://instagram.com/p/B2709L3Fd5w/;2019-09-28 00:29:28;Friday night on 🔥 Sometimes pre-gaming date night means opening a bottle of red at home, and other times it means heading to Home Depot. Working on a very exciting project at our house - will share more soon!;;;;7324;24
2.14155601701187E+018;12148448;emilyschuman;https://instagram.com/p/B24Vdncl9sX/;2019-09-26 15:56:33;Kicked off my awkward phase on the earlier side. 🤓 #tbt;tbt;;;3821;29
2.14111398186325E+018;12148448;emilyschuman;https://instagram.com/p/B22w9KIlMk-/;2019-09-26 01:18:19;We’re halfway through the week, and that’s got to count for something! 👊 Recently I mentioned I’d been going on my Peloton and needed some TV show recommendations that felt like perfect episodes to watch while working out (that G wouldn’t be bummed to miss) and 👏 you 👏 guys 👏 brought 👏 it. There were thousands of incredible suggestions and I combed through all of them and compiled a list of the ones that were mentioned most (swipe to see the top 10)! P.S. These work just as well while you’re exercising as they do when you’re hanging on the couch in sweats. 🙃;;;;9878;239
2.14092414063456E+018;12148448;emilyschuman;https://instagram.com/p/B22FymtlNq0/;2019-09-25 19:01:08;Remember a few days before Christmas last year I shared that I was going to have one of the biggest meetings of my life? It took place in Minnesota, and the trip happened to coincide with Sloan’s holiday dance performance. Watching her on stage is literally one of my favorite things in the world, but I’ve learned that as a parent you sometimes have to make sacrifices for the greater well-being of your family (thankfully I was able to at least see a dress rehearsal). I got on the plane a little bit brokenhearted, but I knew the potential for this opportunity and hoped it would all be worth it. In a few days I’ll *finally* get to tell you more about it (spoiler alert – it went well!) and how it’s come to fruition over the past 10 months. I can’t wait to share more soon.;;;;9878;211
2.14020103259217E+018;12148448;emilyschuman;https://instagram.com/p/B2zhX_3lJiF/;2019-09-24 19:04:27;This morning @geofuller and I read books to Sloan and her class and it was the sweetest. Naturally I spent far too long figuring out what I was going to read (since my accents and sound effects had to be spot on) and let's just say...we crushed it. The four and five-year-olds fully approved of our renditions (as did our beaming daughter), but the cherry on top was getting to see G, perched atop a tiny, wobbly chair, reading with such enthusiasm and conviction. I never take for granted that he's such an involved dad, but certain times in particular made me swell with pride.;;geofuller;;12395;86
2.14006645721592E+018;12148448;emilyschuman;https://instagram.com/p/B2zCxqyFWM7/;2019-09-24 14:37:04;1 in 5 eligible Americans are not registered to vote, so make sure to use your voice. #nationalvoterregistrationday #iamavoter;nationalvoterregistrationday,iamavoter;;;1948;13
2.1395584466134E+018;12148448;emilyschuman;https://instagram.com/p/B2xPRJClASY/;2019-09-23 21:47:44;Two important things to note on a Monday: 1. My hair is *finally* long enough to sweep up into a top knot (without having a rat tail) and I didn't realize how much I missed having slightly longer hair. I mean, I'm not ready to go back to my almost-waist-length tendrils I rocked in my early 20s, but think I'm open to a nice in-between? And 2. Fall is the best time of year, period (exhibit A. for @jessicankane’s thematic pumpkin chocolate chip bread). Hope your week's off to a good start!;;jessicankane’s;;7650;59
2.13934367511293E+018;12148448;emilyschuman;https://instagram.com/p/B2webzflctx/;2019-09-23 15:01:05;Before a recent girls' night, I posted a photo of my final makeup look and you guys flooded my DMs asking for a tutorial. Here's the step-by-step process of creating the metallic smokey eye that works just as well every day as it does on a date night.;;;;2070;36
2.13891706523887E+018;12148448;emilyschuman;https://instagram.com/p/B2u9b0FlWur/;2019-09-23 00:33:26;When our girl is in pink and red, we do the same. #emmys 💕❤️;emmys;;;24440;182
2.13873582216551E+018;12148448;emilyschuman;https://instagram.com/p/B2uUOYUlBei/;2019-09-22 18:33:20;Chocolate chip cookie Emmys party prep complete 🍪✔️;;;;13213;167
2.1373961294991E+018;12148448;emilyschuman;https://instagram.com/p/B2pjnSTFr9Z/;2019-09-20 22:11:36;This morning when I told Sloan I’d be visiting her at school, she started shaking with excitement. I know these days are numbered –– soon, I’ll become that embarrassing mom who refuses to drop her off around the corner, so I’m hanging on to every magical moment today. ✨;;;;13450;86
2.13664924076792E+018;12148448;emilyschuman;https://instagram.com/p/B2m5yn9lHrJ/;2019-09-19 21:27:40;One of my favorite failproof outfits is a crisp white button down tucked into distressed denim, finished with a statement heel. I’d been eyeing these @prada pumps before we left for Italy and found them at the outlets for 80% (!!!) off, so I took them on a lunch date at the new @tartinebakery that just popped up in our neighborhood.;;prada,tartinebakery;;4605;38
